Geography,Avg_Cases_Before,Avg_Rate_Before,Avg_Cases_After,Avg_Rate_After
"Taylor County, WV",0.0,0.0,0.0,0.0
"Taylor County, WI",0.0,0.0,0.0,0.0
"Taylor County, IA",0.0,0.0,0.0,0.0
"Tattnall County, GA",0.0,0.0,8.0,36.8
"Tama County, IA",0.0,0.0,0.0,0.0
"Tallahatchie County, MS",0.0,0.0,,
"Switzerland County, IN",0.0,0.0,0.0,0.0
"Swisher County, TX",0.0,0.0,0.0,0.0
"Swift County, MN",0.0,0.0,0.0,0.0
"Sweet Grass County, MT",0.0,0.0,0.0,0.0
"Swain County, NC",0.0,0.0,0.0,0.0
"Sutton County, TX",0.0,0.0,0.0,0.0
"Sumter County, AL",0.0,0.0,,
"Summit County, UT",0.0,0.0,0.0,0.0
"Summers County, WV",0.0,0.0,0.0,0.0
"Sully County, SD",0.0,0.0,0.0,0.0
"Sullivan County, PA",0.0,0.0,0.0,0.0
"Sullivan County, NH",0.0,0.0,0.0,0.0
"Sullivan County, MO",0.0,0.0,0.0,0.0
"Sullivan County, IN",0.0,0.0,0.0,0.0
"Sublette County, WY",0.0,0.0,0.0,0.0
"Stutsman County, ND",0.0,0.0,0.0,0.0
"Storey County, NV",0.0,0.0,0.0,0.0
"Stonewall County, TX",0.0,0.0,0.0,0.0
"Stone County, MS",0.0,0.0,2.5,16.4
"Stone County, MO",0.0,0.0,0.0,0.0
"Stone County, AR",0.0,0.0,0.0,0.0
"Stokes County, NC",0.0,0.0,0.0,0.0
"Stoddard County, MO",0.0,0.0,0.0,0.0
"Stillwater County, MT",0.0,0.0,0.0,0.0
"Stewart County, TN",0.0,0.0,0.0,0.0
"Stevens County, MN",0.0,0.0,0.0,0.0
"Stevens County, KS",0.0,0.0,0.0,0.0
"Steuben County, IN",0.0,0.0,0.0,0.0
"Sterling County, TX",0.0,0.0,0.0,0.0
"Stephens County, OK",0.0,0.0,0.0,0.0
"Stephens County, GA",0.0,0.0,0.0,0.0
"Steele County, ND",0.0,0.0,0.0,0.0
"Steele County, MN",0.0,0.0,0.0,0.0
"Ste. Genevieve County, MO",0.0,0.0,0.0,0.0
"Starr County, TX",0.0,0.0,6.0,12.3
"Stark County, ND",0.0,0.0,0.0,0.0
"Stark County, IL",0.0,0.0,0.0,0.0
"Stanton County, NE",0.0,0.0,0.0,0.0
"Stanton County, KS",0.0,0.0,0.0,0.0
"Stanley County, SD",0.0,0.0,0.0,0.0
"Stafford County, KS",0.0,0.0,0.0,0.0
"Spink County, SD",0.0,0.0,0.0,0.0
"Socorro County, NM",0.0,0.0,0.0,0.0
"Snyder County, PA",0.0,0.0,0.0,0.0
"Smith County, KS",0.0,0.0,0.0,0.0
"Slope County, ND",0.0,0.0,0.0,0.0
"Sioux County, NE",0.0,0.0,0.0,0.0
"Sioux County, ND",0.0,0.0,0.0,0.0
"Sierra County, NM",0.0,0.0,0.0,0.0
"Sierra County, CA",0.0,0.0,0.0,0.0
"Sibley County, MN",0.0,0.0,0.0,0.0
"Shoshone County, ID",0.0,0.0,0.0,0.0
"Shiawassee County, MI",0.0,0.0,0.0,0.0
"Sherman County, TX",0.0,0.0,0.0,0.0
"Sherman County, OR",0.0,0.0,0.0,0.0
"Sherman County, NE",0.0,0.0,0.0,0.0
"Sherman County, KS",0.0,0.0,0.0,0.0
"Sheridan County, WY",0.0,0.0,0.0,0.0
"Sheridan County, NE",0.0,0.0,0.0,0.0
"Sheridan County, ND",0.0,0.0,0.0,0.0
"Sheridan County, MT",0.0,0.0,0.0,0.0
"Sheridan County, KS",0.0,0.0,0.0,0.0
"Shenandoah County, VA",0.0,0.0,0.0,0.0
"Shelby County, OH",0.0,0.0,5.5,13.75
"Shelby County, MO",0.0,0.0,0.0,0.0
"Shawano County, WI",0.0,0.0,0.0,0.0
"Sharp County, AR",0.0,0.0,0.0,0.0
"Shannon County, MO",0.0,0.0,0.0,0.0
"Seward County, NE",0.0,0.0,0.0,0.0
"Sevier County, UT",0.0,0.0,0.0,0.0
"Sevier County, AR",0.0,0.0,0.0,0.0
"Sequatchie County, TN",0.0,0.0,0.0,0.0
"Seneca County, NY",0.0,0.0,0.0,0.0
"Seminole County, GA",0.0,0.0,0.0,0.0
"Sedgwick County, CO",0.0,0.0,0.0,0.0
"Searcy County, AR",0.0,0.0,0.0,0.0
"Scotts Bluff County, NE",0.0,0.0,0.0,0.0
"Scott County, MO",0.0,0.0,0.0,0.0
"Scott County, KS",0.0,0.0,0.0,0.0
"Scott County, IN",0.0,0.0,47.0,236.0
"Scott County, IL",0.0,0.0,0.0,0.0
"Scott County, AR",0.0,0.0,0.0,0.0
"Scotland County, MO",0.0,0.0,0.0,0.0
"Schuyler County, MO",0.0,0.0,0.0,0.0
"Schuyler County, IL",0.0,0.0,0.0,0.0
"Schoolcraft County, MI",0.0,0.0,0.0,0.0
"Schoharie County, NY",0.0,0.0,0.0,0.0
"Schleicher County, TX",0.0,0.0,0.0,0.0
"Saunders County, NE",0.0,0.0,0.0,0.0
"Sargent County, ND",0.0,0.0,0.0,0.0
"Sanpete County, UT",0.0,0.0,0.0,0.0
"Sanders County, MT",0.0,0.0,0.0,0.0
"Sanborn County, SD",0.0,0.0,0.0,0.0
"San Saba County, TX",0.0,0.0,0.0,0.0
"San Miguel County, CO",0.0,0.0,0.0,0.0
"San Juan County, UT",0.0,0.0,0.0,0.0
"San Juan County, CO",0.0,0.0,0.0,0.0
"Saline County, MO",0.0,0.0,0.0,0.0
"Saline County, KS",2.5,5.45,1.6666666666666667,3.6333333333333333
"Saguache County, CO",0.0,0.0,0.0,0.0
"Sagadahoc County, ME",0.0,0.0,0.0,0.0
"Russell County, VA",0.0,0.0,0.0,0.0
"Russell County, KS",0.0,0.0,0.0,0.0
"Rusk County, WI",0.0,0.0,0.0,0.0
"Rush County, IN",0.0,0.0,0.0,0.0
"Runnels County, TX",0.0,0.0,0.0,0.0
"Routt County, CO",0.0,0.0,0.0,0.0
"Rosebud County, MT",0.0,0.0,0.0,0.0
"Roseau County, MN",0.0,0.0,0.0,0.0
"Roosevelt County, MT",0.0,0.0,0.0,0.0
"Rooks County, KS",0.0,0.0,0.0,0.0
"Roger Mills County, OK",0.0,0.0,0.0,0.0
"Rockbridge County, VA",0.0,0.0,0.0,0.0
"Rock County, NE",0.0,0.0,0.0,0.0
"Rock County, MN",0.0,0.0,0.0,0.0
"Roberts County, TX",0.0,0.0,0.0,0.0
"Roberts County, SD",0.0,0.0,0.0,0.0
"Roane County, WV",0.0,0.0,0.0,0.0
"Roane County, TN",0.0,0.0,0.0,0.0
"Ritchie County, WV",0.0,0.0,0.0,0.0
"Ripley County, IN",0.0,0.0,0.0,0.0
"Rio Grande County, CO",0.0,0.0,0.0,0.0
"Rio Blanco County, CO",0.0,0.0,0.0,0.0
"Ringgold County, IA",0.0,0.0,0.0,0.0
"Richland County, WI",0.0,0.0,0.0,0.0
"Richland County, ND",0.0,0.0,0.0,0.0
"Richland County, MT",0.0,0.0,0.0,0.0
"Richland County, IL",0.0,0.0,0.0,0.0
"Richardson County, NE",0.0,0.0,0.0,0.0
"Rich County, UT",0.0,0.0,0.0,0.0
"Rice County, KS",0.0,0.0,0.0,0.0
"Rhea County, TN",0.0,0.0,0.0,0.0
"Reynolds County, MO",0.0,0.0,0.0,0.0
"Republic County, KS",0.0,0.0,0.0,0.0
"Renville County, ND",0.0,0.0,0.0,0.0
"Renville County, MN",0.0,0.0,0.0,0.0
"Refugio County, TX",0.0,0.0,0.0,0.0
"Redwood County, MN",0.0,0.0,0.0,0.0
"Red Willow County, NE",0.0,0.0,0.0,0.0
"Red River Parish, LA",0.0,0.0,0.0,0.0
"Red River County, TX",0.0,0.0,0.0,0.0
"Real County, TX",0.0,0.0,0.0,0.0
"Reagan County, TX",0.0,0.0,0.0,0.0
"Rawlins County, KS",0.0,0.0,0.0,0.0
"Ransom County, ND",0.0,0.0,0.0,0.0
"Randolph County, WV",0.0,0.0,0.0,0.0
"Randolph County, IL",0.0,0.0,0.0,0.0
"Randolph County, AL",0.0,0.0,0.0,0.0
"Ramsey County, ND",0.0,0.0,0.0,0.0
"Ralls County, MO",0.0,0.0,0.0,0.0
"Rains County, TX",0.0,0.0,0.0,0.0
"Radford City, VA",0.0,0.0,0.0,0.0
"Quitman County, GA",0.0,0.0,0.0,0.0
"Quay County, NM",0.0,0.0,0.0,0.0
"Putnam County, OH",0.0,0.0,0.0,0.0
"Putnam County, MO",0.0,0.0,0.0,0.0
"Putnam County, IL",0.0,0.0,0.0,0.0
"Putnam County, GA",0.0,0.0,3.0,16.0
"Pushmataha County, OK",0.0,0.0,0.0,0.0
"Pulaski County, IN",0.0,0.0,0.0,0.0
"Pulaski County, IL",0.0,0.0,0.0,0.0
"Pulaski County, GA",0.0,0.0,0.0,0.0
